name,opening_hours,price_level,id,scope,rating,types,plus_code,user_ratings_total,vicinity,place_id,business_status,geometry,photos,reference,icon
ALDI,{'open_now': False},1,f36b3456ebfbb4579347a7155eb4cfe95c7fc9ef,GOOGLE,4.6,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'WPHQ+JC Lawrence, KS, United States', 'global_code': '86C6WPHQ+JC'}",614,"3025 Iowa Street, Lawrence",ChIJRVrGgNpov4cR5GAKuOLANlE,OPERATIONAL,"{'location': {'lat': 38.92908060000001, 'lng': -95.2614883}, 'viewport': {'northeast': {'lat': 38.9303612802915, 'lng': -95.2601365197085}, 'southwest': {'lat': 38.9276633197085, 'lng': -95.2628344802915}}}","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117449270309791069265"">Valerie Benedict</a>'], 'photo_reference': 'CmRaAAAATnXPnFTsIy6LWfxb-AWos5cl6A-VpIyCxyzbJgNJa-CbZiTPvDA_zcGpXPluT_b52ZgSUvCunkWjtDdOV_fFc7GIHntmW2Not8vv7Ejf4W5JI7_u8iXSvSZ_tdRf9ZiSEhCR6tZ4qa1gZgqWnMgLXsPlGhT9BNAV3Hv4D9PAfjYqj10E2ANpgg', 'width': 3024}]",ChIJRVrGgNpov4cR5GAKuOLANlE,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Supercenter,{'open_now': False},1,57c470dea5e511deaea8773aee06bab5a81cff8f,GOOGLE,3.9,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': 'F64X+JP Holton, KS, United States', 'global_code': '86F6F64X+JP'}",519,"427 S, Arizona Avenue, Holton",ChIJP_IFLyNLvocR8hdIrQHt0O4,OPERATIONAL,"{'location': {'lat': 39.456527, 'lng': -95.7507145}, 'viewport': {'northeast': {'lat': 39.4575833802915, 'lng': -95.74834649999998}, 'southwest': {'lat': 39.4548854197085, 'lng': -95.7521221}}}","[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100167153958297667849"">Walmart Supercenter</a>'], 'photo_reference': 'CmRaAAAALOqnzAvcBOh8eBeblB_qt59dvvg1QzgTVcVUZePmoqgsQioV8ljowqPXVbi5CFhTlsJt7ZgegsZHiYkGKtDeIh1QdKTS7t9DeOeRYq1bJvEUo6KdkWrSBtYtgAMRzvIYEhCQkAPK6SgPXDI4SV1yAOrWGhTPysCnek75RG4YtWm3zM2m7TBQiQ', 'width': 1067}]",ChIJP_IFLyNLvocR8hdIrQHt0O4,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Country Harvest IGA,{'open_now': True},,daa2cc046c05f149dc271839d6380d103bcc2757,GOOGLE,4.2,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '5CHJ+67 Meriden, KS, United States', 'global_code': '86F65CHJ+67'}",94,"7312 K4 Hwy, Meriden",ChIJSfC5KPsHv4cR0IoSp9lJyxo,OPERATIONAL,"{'location': {'lat': 39.178006, 'lng': -95.56931999999999}, 'viewport': {'northeast': {'lat': 39.17916115, 'lng': -95.5683841697085}, 'southwest': {'lat': 39.17617495, 'lng': -95.5710821302915}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111579789319617052240"">Shannon Silversmith</a>'], 'photo_reference': 'CmRaAAAAACm7nZ9PVvZx-wNaJqtNpq_GKNdQgPO0VieCTktig_41FFTQkBfhHtwcT2U1ox9gBun5VLkceswCtuoWgfK0lm4qezZ1AuPaV9ayZp87P562IVTzd3uLxPUq3r0iGcrcEhDoc8-Gt8Hm_SusHZsSpeuEGhS1LJ8minM-sgSjExV-GiV_CLcmDA', 'width': 4032}]",ChIJSfC5KPsHv4cR0IoSp9lJyxo,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Ray's Apple Market,{'open_now': False},,0bb79c20dcf901a77bfbcfaeece64c62dc37449d,GOOGLE,4.3,"['grocery_or_supermarket', 'bakery', 'supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '5WQV+46 Saint Marys, KS, United States', 'global_code': '86F55WQV+46'}",64,"801 Jesuit Lane, Saint Marys",ChIJtxbqM8NfvocRcvk-hWlqU50,OPERATIONAL,"{'location': {'lat': 39.18782100000001, 'lng': -96.056985}, 'viewport': {'northeast': {'lat': 39.1893107302915, 'lng': -96.0555515697085}, 'southwest': {'lat': 39.1866127697085, 'lng': -96.0582495302915}}}","[{'height': 792, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106777824777102548706"">Ray&#39;s Apple Market</a>'], 'photo_reference': 'CmRaAAAA3YYkckH3ckhwe_TIbMzhzsYk_HTtgNhgI5nhDO5soTW0KqNyqCmPRtFWppkKftMI19w9TzYVpAbDqDHgaixrd1mSaFighVPPXmGpMMb5fzeWh0ZEfsUJf1tQyar8DMrMEhAMOs125SMtRByte9S5SJ_nGhSuxFLyC6PUNSBaolMgGSPTQ5m7PA', 'width': 1008}]",ChIJtxbqM8NfvocRcvk-hWlqU50,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Supercenter,{'open_now': False},1,22fadfab81e2a721f259245a3140cbe7c08a5cbd,GOOGLE,3.9,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': 'XMFR+G8 Lawrence, KS, United States', 'global_code': '86C6XMFR+G8'}",1129,"550 Congressional Drive, Lawrence",ChIJXcal3Z9uv4cR6rc7cRPMVvM,OPERATIONAL,"{'location': {'lat': 38.9738203, 'lng': -95.30924979999999}, 'viewport': {'northeast': {'lat': 38.9747137802915, 'lng': -95.30808381970849}, 'southwest': {'lat': 38.9720158197085, 'lng': -95.31078178029149}}}","[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101047490365184657996"">Walmart Supercenter</a>'], 'photo_reference': 'CmRaAAAALYPwVF__dyW_IL-2w27w8C58mzJjoHeHdMyIG5sTwnNSr3Z-jOS8XSvgh9AnyUMHKRZgAV0w3SX7rlVfDtekHtJk5sUOwKfFOU-EzQlcqs7ji8cd_Mk2temzuWw6z41WEhCuWGl5R4Pdr3eiuklmfFV-GhQ5rwJO6XvD5fu9oX5H8KqEzgoYmw', 'width': 1067}]",ChIJXcal3Z9uv4cR6rc7cRPMVvM,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
ALDI,{'open_now': False},1,ab422d5e2a5f2044498493601baff9c5691ae1bd,GOOGLE,4.6,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '26QM+PC Topeka, KS, United States', 'global_code': '86F626QM+PC'}",484,"1530 Southwest Arvonia Place, Topeka",ChIJ9wo88Rv9vocRiMYTkTMF2FA,OPERATIONAL,"{'location': {'lat': 39.0392701, 'lng': -95.76639379999999}, 'viewport': {'northeast': {'lat': 39.0405323802915, 'lng': -95.76504691970848}, 'southwest': {'lat': 39.0378344197085, 'lng': -95.76774488029149}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110540613987749965012"">Lucas Jensen</a>'], 'photo_reference': 'CmRaAAAAFF7HCNceBwSAILJ_WKS3_j_tP7p3KGtbv3roPoN3URycYc3GWIYoye_lLwSzRvS3MRuSvsGKH3sMTayELiuqQUkrG9dXcySAH9SjuVsuoXM2bBRf2NTVcgVDd1Wve2-sEhD4KROzBDm8uLm6C2q8iJsWGhSjDb8VYNWkOfT9Lq30RoMFDLrkww', 'width': 4032}]",ChIJ9wo88Rv9vocRiMYTkTMF2FA,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
ALDI,{'open_now': False},1,663f955f2f2cc2d9b5e872053b30575caa5e19f2,GOOGLE,4.5,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '2878+JW Topeka, KS, United States', 'global_code': '86F62878+JW'}",795,"105 Southwest 29th Street, Topeka",ChIJi7KIXtMcv4cR23ynpPXiBZU,OPERATIONAL,"{'location': {'lat': 39.01401970000001, 'lng': -95.68274389999999}, 'viewport': {'northeast': {'lat': 39.01593543029151, 'lng': -95.6813757697085}, 'southwest': {'lat': 39.01323746970851, 'lng': -95.6840737302915}}}","[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113845530242245324988"">Pam Renovato</a>'], 'photo_reference': 'CmRaAAAAcrKZcDUEluTgg-nK9Ldk94c8VK-Jf7ia6SEMrxbqYDBNKFv763g1D706bVBs8aYBw4QVztk6zuQ0uXlpcT4u0rH8kMAEbErz26bzE6w7GUoPrb96QWpACWJqU-Qa1enFEhBYsVUPfLBq2vTekyuLStjoGhTirkCD-6E1h3YKigIAobV9J0f8aQ', 'width': 1600}]",ChIJi7KIXtMcv4cR23ynpPXiBZU,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Supercenter,{'open_now': False},1,1cb543542e5a7b33e202ac7b586db9b0f83d79ce,GOOGLE,3.8,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': 'X8X4+9F Topeka, KS, United States', 'global_code': '86C6X8X4+9F'}",2365,"1301 Southwest 37th Street, Topeka",ChIJ8-8DDyQdv4cRZzX_zTOHusQ,OPERATIONAL,"{'location': {'lat': 38.9984741, 'lng': -95.6937866}, 'viewport': {'northeast': {'lat': 39.0002202302915, 'lng': -95.69232846970849}, 'southwest': {'lat': 38.9975222697085, 'lng': -95.69502643029149}}}","[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114348318547078369502"">Walmart Supercenter</a>'], 'photo_reference': 'CmRaAAAAsjjsYLrn4tC2z_u1CwmKeHx5kKIefJ_oV924r1fXc2SeaRq_yLqFq3xzPGE_uZ_RLXdlIdHIH6_K9z_v0ym5BesJJalnrBl8HT6E8UnAYjoZoigVOz7NU-kYx9MjIbhwEhAsEXvbUkbRUrlvfsCFBFpwGhTtMI9wYyr62EOG65tvBIPuW7vK1Q', 'width': 1067}]",ChIJ8-8DDyQdv4cRZzX_zTOHusQ,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Supercenter,{'open_now': False},1,07bfbaf70f7ccffdc1a41177012cf10fee3759fe,GOOGLE,3.8,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '26QP+W5 Topeka, KS, United States', 'global_code': '86F626QP+W5'}",2926,"1501 Southwest Wanamaker Road, Topeka",ChIJZ0hugRr9vocRtJBjFKYOIt4,OPERATIONAL,"{'location': {'lat': 39.0398354, 'lng': -95.7646231}, 'viewport': {'northeast': {'lat': 39.0413326, 'lng': -95.76286851970849}, 'southwest': {'lat': 39.0375398, 'lng': -95.7655664802915}}}","[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113380735975218876397"">Walmart Supercenter</a>'], 'photo_reference': 'CmRaAAAAYcwzSs2BzroEzmIOwT0C-KqDQaxrvc92UWucLMzG6f_Qf5xUYGj_i7NhMDiI_BOKZxGIkaRZzWjDByPuN0aR_gK9vd9AAlVELol6n9ytoukLSM1epe2b_dRMBhgRuv6AEhBRptPvR5Sm_oGQM6UxhdzMGhSwe8sYuRIPsHyEeWg_-lXtvWgX6A', 'width': 1067}]",ChIJZ0hugRr9vocRtJBjFKYOIt4,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
The Merc Co+op,{'open_now': True},,32aa3050dce0fdf951b60995428ed81b29cbaa2d,GOOGLE,4.4,"['grocery_or_supermarket', 'atm', 'supermarket', 'finance', 'food', 'health', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XP8Q+WG Lawrence, KS, United States', 'global_code': '86C6XP8Q+WG'}",159,"901 Iowa Street, Lawrence",ChIJl6mXYyRvv4cRJp9amgDWFDA,OPERATIONAL,"{'location': {'lat': 38.9673622, 'lng': -95.26120879999999}, 'viewport': {'northeast': {'lat': 38.9687110302915, 'lng': -95.25982101970848}, 'southwest': {'lat': 38.9660130697085, 'lng': -95.26251898029149}}}","[{'height': 1001, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114390964262203906820"">The Merc Co+op</a>'], 'photo_reference': 'CmRaAAAASXNuLotvxdiLF3SMO7fqJeOjRVnHlsQhx26pCd4g1Cbe8jZPtDY1tKKzI7jlsJmiPr-FsUasidAAP5-qLRLXfN6HoK6Owb-1MGYd4O7UPZlUG7hmxrhUkkJrB9eKjtggEhCE-EN5-DYie_Tly7d0kFP6GhTKRkFjkpZ2SDLF7aIvT4c8RJpoQQ', 'width': 1500}]",ChIJl6mXYyRvv4cRJp9amgDWFDA,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Supercenter,{'open_now': False},1,62c16a6b9bea88118a8dce6ad244f7d576643144,GOOGLE,3.8,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': 'WPFV+84 Lawrence, KS, United States', 'global_code': '86C6WPFV+84'}",2389,"3300 Iowa Street, Lawrence",ChIJI8p9A-Vov4cRV54jdCVamR4,OPERATIONAL,"{'location': {'lat': 38.923265, 'lng': -95.2572258}, 'viewport': {'northeast': {'lat': 38.9247255302915, 'lng': -95.2561444697085}, 'southwest': {'lat': 38.9220275697085, 'lng': -95.25884243029151}}}","[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101139217583079922403"">Walmart Supercenter</a>'], 'photo_reference': 'CmRaAAAAc8jBkOScuZPWM6RZNIVesHxn9f1qxZv_NZY9FcxLWUA0TdxLgY2_9fceg2T4r7pFG3WIFRX59bZAkjxlC0G_UHyfAQ8XjzmPj-jpXZVKBMMEDtPqYAKS64xeYBk-FRZvEhBMqy6TOtA7l4nQCXGyS1fqGhQ6Qha0w-_POT3AKTkSC4YyxBIrQw', 'width': 1067}]",ChIJI8p9A-Vov4cRV54jdCVamR4,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Checkers Foods,{'open_now': False},,8f103cf9bce72df8cdb607cde5e81a94546cf040,GOOGLE,4.5,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'WQR5+QM Lawrence, KS, United States', 'global_code': '86C6WQR5+QM'}",1429,"2300 Louisiana Street, Lawrence",ChIJTf1Carpov4cRoRboBl_DS68,OPERATIONAL,"{'location': {'lat': 38.9419181, 'lng': -95.2408057}, 'viewport': {'northeast': {'lat': 38.9432714302915, 'lng': -95.2396216697085}, 'southwest': {'lat': 38.9405734697085, 'lng': -95.2423196302915}}}","[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102729142068874634194"">Shane Rogers</a>'], 'photo_reference': 'CmRaAAAA7KWi0mMX4-d2mBT7tbtY7tPprOvTUW24QB1sqdoZU4P9ggzAZTxbOxzqLo_TY5BgbZsyxlt1ovbfVWojaRjByUMZrJtObkw8867hF-XO-mFvkx-Myr2T1dGwOPcqdu2WEhCm2NWTWXv4h-g49Hqzc2a5GhQ22GuGUywxZXpPPwDHsKLR3dG0FQ', 'width': 4048}]",ChIJTf1Carpov4cRoRboBl_DS68,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Family Dollar,{'open_now': False},1,598a69b7e1210bc2195b621f4afd36fe696dde31,GOOGLE,3.6,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '28H4+M3 Topeka, KS, United States', 'global_code': '86F628H4+M3'}",103,"1313 Southwest 21st Street, Topeka",ChIJgWQ1x9sCv4cRWa3ZFUS4fMY,OPERATIONAL,"{'location': {'lat': 39.0291267, 'lng': -95.6947591}, 'viewport': {'northeast': {'lat': 39.0307573302915, 'lng': -95.6934051697085}, 'southwest': {'lat': 39.0280593697085, 'lng': -95.6961031302915}}}","[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112947663749498605161"">Sonja begs his own</a>'], 'photo_reference': 'CmRaAAAAnHQyQYsta2O-Il9Q5vRhPcFbPgKn_NP8By9JVQk49xQ7yraXKgdOxcfB-Zc6WRESvWyB9rcFOVWJDoBoq6QtTo_o15wkmT110KN7ix9LUcRJEVdLiJCGSxhWwWsV3TUDEhBbEvfUdQhKvgxqUbuOoSKXGhRoH8Gz2mmY0mVQYgJAWHzSNrBVBg', 'width': 3264}]",ChIJgWQ1x9sCv4cRWa3ZFUS4fMY,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Neighborhood Market,{'open_now': False},1,319d4b69fcf15cf0130c73577dc8c6868f7ab374,GOOGLE,4.2,"['supermarket', 'department_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '376R+2M Topeka, KS, United States', 'global_code': '86F6376R+2M'}",1192,"335 Southwest Macvicar Avenue, Topeka",ChIJs6SZLFwCv4cRKGY15GFtpGk,OPERATIONAL,"{'location': {'lat': 39.06, 'lng': -95.70833329999999}, 'viewport': {'northeast': {'lat': 39.0614634802915, 'lng': -95.70681541970849}, 'southwest': {'lat': 39.0587655197085, 'lng': -95.7095133802915}}}","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116393779596947385262"">SM CM</a>'], 'photo_reference': 'CmRaAAAAF0GWHNGvX3p4XNdqm4OkovSsdl5MgGUlKH03pLAf7QdIA1tpAZrD-rgnEbJmHs3GRFtE1V2nEEYq7kkmREZ0eAsvIW532RhmOGvZdQe-ckkibqtcb3tf4n3PkDv8oQbTEhCRrv5axhtRH_O9kBp2f0AZGhSWloYqkwpvNZwXSMZGFKU10hG4Yw', 'width': 4032}]",ChIJs6SZLFwCv4cRKGY15GFtpGk,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Family Dollar,{'open_now': False},1,2d337a04ab10f82664db29b7a7c0751105a22ef8,GOOGLE,4.1,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '28H8+J9 Topeka, KS, United States', 'global_code': '86F628H8+J9'}",15,"501 Southwest 21st Street, Topeka",ChIJka4C8yYDv4cRMOPKliUaz_w,OPERATIONAL,"{'location': {'lat': 39.029078, 'lng': -95.68408199999999}, 'viewport': {'northeast': {'lat': 39.03071513029149, 'lng': -95.68272666970847}, 'southwest': {'lat': 39.02801716970849, 'lng': -95.6854246302915}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106803257048695791885"">cheese grangran</a>'], 'photo_reference': 'CmRaAAAAlGtdwuxiKtsC_C2T5SvvmEGhE1TdIVa-wtW7yi-AS9ntWhrjv9toQjmoYzQmkuNkReIKvsgB_yVU47PlfJcWtTDSrT5pdJITHoozIitvpi2cmCcrRqFTM4pfcdyhxLlyEhBVf0YmAkaXSdHkVwq3_78QGhTkrrvRB6cW71xCYDR8I0xUPI-HIg', 'width': 4032}]",ChIJka4C8yYDv4cRMOPKliUaz_w,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
La Unica Supermarket,{'open_now': True},,ab162b1070af9632a35fb3ee976db62a7dac64b5,GOOGLE,4.3,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '28WW+JQ Topeka, KS, United States', 'global_code': '86F628WW+JQ'}",62,"1706 Southeast 6th Avenue, Topeka",ChIJc1ue8GQDv4cR-8rgKiqSoxg,OPERATIONAL,"{'location': {'lat': 39.046624, 'lng': -95.6530263}, 'viewport': {'northeast': {'lat': 39.0478783802915, 'lng': -95.6517183197085}, 'southwest': {'lat': 39.0451804197085, 'lng': -95.6544162802915}}}","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108504580203407148576"">Johnny Jimenez</a>'], 'photo_reference': 'CmRaAAAAPHbyHLg4G6O6RkyoAgUseb20_cY3A0OnsmANVHcRp0GzIV5VgnnCiZydITiRBGcCWoSJZQ_G0M_os_yjSB0fV7_Qel3m9l2PTGHrr87LllzoJlDat6ysyfXgyzg-4pHTEhCJ6Jue7FhTubeDgpQUKP7tGhQ2LoLKsjRlxNTXACj1J4rt30cnzw', 'width': 4032}]",ChIJc1ue8GQDv4cR-8rgKiqSoxg,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Supercenter,{'open_now': False},1,1e2861bc97b1083b5ba7c73854d4f1c0d8a9dfac,GOOGLE,3.9,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '38VH+F8 Topeka, KS, United States', 'global_code': '86F638VH+F8'}",1612,"2600 Northwest Rochester Road, Topeka",ChIJzwhE5tsDv4cRJX1WQLklKV4,OPERATIONAL,"{'location': {'lat': 39.09366569999999, 'lng': -95.671691}, 'viewport': {'northeast': {'lat': 39.09477848029149, 'lng': -95.67051241970849}, 'southwest': {'lat': 39.09208051970849, 'lng': -95.6732103802915}}}","[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115027842915713453145"">Walmart Supercenter</a>'], 'photo_reference': 'CmRaAAAAjYlIRo-H4bs9gqrapaddstzaxv1teWR4Nx5Wn47Av_WISDjZ7pMFuwSYBl10ltV5KKX0S1ZFS7YEDMCan4pnuJL6EleLZ2p2pu4DOF8KrtJad-GFrfDBv6MiiopJA0SqEhAtZ0Q0wo6nRikUrXkYydjfGhS0ZXDWSmO2eN7WNkw0lL6kcjQqmw', 'width': 1067}]",ChIJzwhE5tsDv4cRJX1WQLklKV4,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Walmart Supercenter,{'open_now': False},1,61424ef4e10e732fa0c4e6707fcf68148462df26,GOOGLE,4,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","{'compound_code': '29C2+6G Topeka, KS, United States', 'global_code': '86F629C2+6G'}",1547,"2630 Southeast California Avenue, Topeka",ChIJP7Qfg1QDv4cRddkUwxz56CQ,OPERATIONAL,"{'location': {'lat': 39.0205841, 'lng': -95.648674}, 'viewport': {'northeast': {'lat': 39.0219397302915, 'lng': -95.64746921970848}, 'southwest': {'lat': 39.0192417697085, 'lng': -95.6501671802915}}}","[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107590634059198291968"">Walmart Supercenter</a>'], 'photo_reference': 'CmRZAAAAABl4kZ7O4OLz4JFfoXqEYGGPneTbFfObTJX7M9DbsPgIedCqZUctz_qm1r-YOcR4nb7vq0f8zft9gr0J-_vCQufB5YVM8IeM1Y2b_Yck8UmbyXyN8FkK9ZImDua1h6IhEhBRvvygJl8g7Q-xMBK-LJM6GhTlqeZbLbPHy8S0bGPq02QxxAbm-g', 'width': 1067}]",ChIJP7Qfg1QDv4cRddkUwxz56CQ,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Tilton's Westside Thriftway,{'open_now': False},,f3ed32a41c6c14d32b143692f096cea37d7ec2f2,GOOGLE,4.3,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '3846+7V Topeka, KS, United States', 'global_code': '86F63846+7V'}",243,"1100 Southwest 6th Avenue, Topeka",ChIJUz-5JwADv4cR1iIHxLk6cnM,OPERATIONAL,"{'location': {'lat': 39.0556825, 'lng': -95.6877882}, 'viewport': {'northeast': {'lat': 39.0569481802915, 'lng': -95.6864747697085}, 'southwest': {'lat': 39.0542502197085, 'lng': -95.6891727302915}}}","[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104016565116761288788"">halflifefreak12</a>'], 'photo_reference': 'CmRaAAAAGWk4lyYTBscFry1z7L80BFUAqrbEwjw9Py-LElrDqXz0vjEg9fLDVEvYJOa8TRmjzU0mPmkEXEyFlNEzwj7NtTGd20SNos9AyEjzhzqFJ5-8EsHpfsZkX9eH2X0xZ2h4EhBkgezcNjt0jYz12RMk2ML0GhQHMhdcQZmJ6wwFRDkv0CUWo4se0A', 'width': 3120}]",ChIJUz-5JwADv4cR1iIHxLk6cnM,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Apple Market,{'open_now': False},,892b6d2513b2ff1be9045ede67a1800b759c4bc7,GOOGLE,4.3,"['grocery_or_supermarket', 'atm', 'supermarket', 'finance', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27JF+MQ Topeka, KS, United States', 'global_code': '86F627JF+MQ'}",273,"1945 Southwest Gage Boulevard, Topeka",ChIJMeHvfKECv4cRz3GJ5nxWSXA,OPERATIONAL,"{'location': {'lat': 39.03168730000001, 'lng': -95.72558320000002}, 'viewport': {'northeast': {'lat': 39.0330362802915, 'lng': -95.7241482197085}, 'southwest': {'lat': 39.03033831970851, 'lng': -95.7268461802915}}}","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100048919626300967221"">Donna Rae Pearson</a>'], 'photo_reference': 'CmRaAAAAeJVQD0VMcYjjfCoRxEl5H9LSwX6Hzsxeo1R5wMvAVfHiXnL4GdYzIsnEDODBXFx8bdnFkHZIHsmWAHDQ1wBuxZKeCr7jCJ-Doy3cbCiGndb9m7TIEnNxTN-B0F71vYtFEhCaiaIpxip52RqIJ_xJVScxGhTbODbkmcAIwLDZReUwmUaNP0PABA', 'width': 4608}]",ChIJMeHvfKECv4cRz3GJ5nxWSXA,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Country Harvest IGA,{'open_now': True},,daa2cc046c05f149dc271839d6380d103bcc2757,GOOGLE,4.2,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '5CHJ+67 Meriden, KS, United States', 'global_code': '86F65CHJ+67'}",94,"7312 K4 Hwy, Meriden",ChIJSfC5KPsHv4cR0IoSp9lJyxo,OPERATIONAL,"{'location': {'lat': 39.178006, 'lng': -95.56931999999999}, 'viewport': {'northeast': {'lat': 39.17916115, 'lng': -95.5683841697085}, 'southwest': {'lat': 39.17617495, 'lng': -95.5710821302915}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111579789319617052240"">Shannon Silversmith</a>'], 'photo_reference': 'CmRaAAAAnxhYJzDOzuWjNy0r6n2cVpNBTYR1weqrRcKUZigCfBsldjyb7qLE-lv4qS8YUtRIhs2irKtLOZzbdm_03UXJgeWC-VrPz9dCLyd8G3K0GYPNiLJX7oM_sul7jVwARZOiEhBVoacwvs9li1o5b4FKrDBRGhRuhwgGnWBtPkJu4CgglzTpPKEeGg', 'width': 4032}]",ChIJSfC5KPsHv4cR0IoSp9lJyxo,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
